tenantID,userID,tenant_role,cross_tenant_event_id,action_type,policy_id,policy_version,security_alert,response_action,violation_type,event_id,timestamp,hash_on_blockchain,severity_level,multi_tenant_isolation,event_status,client_address,resource_accessed,component_id
b69a0892-efd7-4300-9573-141fa4836088,0d1b4f3b-aafd-46e2-9a7e-3525124b85d9,User,,login,36814c82-f662-4858-ab0a-b3a039e151c5,v4.0,False,Blocked Access,Policy Violation,3dcd39b9-8941-4509-8105-d776aff2dd3f,10:28:58.802,62341ccfd7dd11a71792de631e70aabd6eff7bcd1839f038e135b162f6a5793b,Medium,True,Failure,https://73.77.23.124:5067,AppAdmin,Administration
6c2e49d2-2dba-4a97-8e4f-d2feda2ed00f,46b3815f-2934-43ab-9931-3a2ea33b6ee4,User,,modify_settings,6fa2ffce-3501-4e4d-88a6-0fa46899b07e,v1.0,False,Allowed,Privilege Escalation,195901b4-6323-48fa-982c-bd6dcbc17cf6,10:28:58.802,f9c3bdbbbb15c6d631ed324a3973b4225eb464017d313369fba1d47272d33378,High,False,Failure,https://12.194.83.155:6969,Channel Provider/2,Security Engine
e8a264f4-0fa9-4394-9cad-b7f6d78d6bf7,b78b3317-0133-4e98-b1db-ade676324cc3,User,2b986e76-f578-4b85-8ec9-91ff43073fc9,modify_settings,f5be630f-cb9c-49af-8e6c-ec2f0518278d,v4.0,True,Allowed,Policy Violation,9f8cb4bb-2881-4cff-ac9c-6f0399f061f5,10:28:58.802,ad402101dd4692f63ab8be29be7e955592b385e7dff030cc0699b9e1d8e7dc66,High,True,Failure,https://10.61.71.59:8556,AppAdmin,Security Engine
b46058e3-6092-4e3d-988a-c9966657d98b,afcc53d8-b165-4eb3-9940-7fafe4777ebc,Guest,c4e227b2-00de-4d15-9adb-4c986c746bbe,login,84b6d8e3-048e-43d0-a00f-800ec692d71a,v1.0,False,Blocked Access,Policy Violation,74b061a3-2b42-43d2-b3cf-8407d4f1b5dc,10:28:58.802,9aa42c693052724f4e66420734b290588c5c7418d5446de05d8e0e85de63b60f,Low,True,Success,https://70.244.204.181:5482,AppAdmin,Administration
e2b7d152-247a-4563-b996-13637b7d3b08,979db303-0f3d-42cf-8580-b3f00c69ae41,User,,access_file,aeb6a4aa-8b19-4fba-9aa4-4967c002aa90,v1.0,True,Alerted,Unauthorized Access,ce7b5829-32b5-4866-a1ad-1d84114bac02,10:28:58.802,56d9cdb979d45bb1a3e0767c52d3d4752741d508a518514917f44a0a226cf218,Low,True,Success,https://69.139.113.37:8025,Channel Provider/2,Security Engine
d12c3f26-6078-43fb-8ed3-5a2da97f8653,0711955f-83a7-436b-8871-8e70d491f7e2,User,,modify_settings,2593cd39-5b16-4d94-9c32-579b21b351f0,v2.0,True,Allowed,Policy Violation,7f233fdc-4074-4546-8085-3f13762827f5,10:28:58.802,bb06dbfd9fd1e795e716fdf3cd6ae562f64a1dfc49855940101f0482368d85df,Medium,False,Success,https://128.139.200.251:9230,User Management,Security Engine
0eb7a2c5-3dbd-4b4f-bec3-2c91ed0a285a,f505e2f5-4671-4e7b-ba0d-832b741e3d68,Admin,425ead4f-235c-46df-9598-31d185526faa,login,21cacd73-0ab9-423b-a192-bdb5679d1cdf,v3.0,False,Allowed,None,582cab22-5fd4-4785-9e67-b3806a3ce574,10:28:58.802,1f86e36f9542bbf46d63f1f1b80699f7e61dc7c69a96e70328c4db5c5c99c7a0,Medium,True,Success,https://42.21.85.58:9370,User Management,Administration
3fdcf24b-5fbb-4526-8af6-1dcb20709a38,bafa5b54-45bc-400c-8fc8-a423c7c519b6,User,,login,74de165a-5e28-4037-92c9-d76ff2c093fd,v5.0,False,Alerted,None,9bfa25cf-a415-4959-b4be-febea6846d7a,10:28:58.802,d0754718bbf6a23bfd2224045f8d7831630bf12a5f3b466077122bff06f302d3,High,False,Success,https://45.208.127.105:8940,User Management,Configuration API
5c17bcd8-0d5d-49c7-b06e-c733d0f3afee,7f609dfa-3d57-43f5-98b8-72292f7f0147,Guest,,modify_settings,43430ec2-95fc-4099-ba60-81778701a7f2,v3.0,False,Alerted,Unauthorized Access,3744609d-0b6d-4885-a62c-f51d5c856b24,10:28:58.802,e7f49493ceea8ceeeb6de32851a5f926c5f4b95b29500b67473e7bda755e9b53,Medium,False,Failure,https://71.36.19.216:6004,User Management,Administration
03118b1b-9d1d-4a9c-80ce-ce151261c2c4,7387e746-e0fa-49d8-879a-e74991042e0a,Guest,,modify_settings,6e95b2dd-fa4a-44f3-94f2-39c1d3fa733f,v4.0,False,Allowed,Unauthorized Access,2aa72bb8-6092-4e57-a86e-6773038abd5b,10:28:58.802,02ed124b8261d3bf2892d9c73065b6295dc655e846c291cb0288383895841ebf,High,True,Success,https://25.159.76.227:6511,AppAdmin,Security Engine
b07f2ebe-4a22-43db-a557-2c5677d213f0,68e66cd3-4314-43cb-ab69-cd3fd38a2f36,Admin,,modify_settings,9fcb2518-401b-4ec9-8fd9-f2304c6eba73,v3.0,False,Allowed,None,d36f2472-f36b-465e-8233-551b881d4233,10:28:58.802,47a60da9cd068d8c5b660312f889aaef4f6f917e8b2b49cb1e513f9fc6fe2de4,High,False,Success,https://101.215.172.36:6403,Channel Provider/2,Administration
208a2ef5-8f3d-4a32-a741-8804922e82fe,5f382528-bb80-4ad1-9b00-850fb8c129a2,Admin,,login,49430625-0184-4fda-9bb6-35ec8817b35c,v2.0,True,Alerted,Privilege Escalation,c4f0bb39-7858-4447-a873-cc465467013c,10:28:58.802,b754ac8ba84a532261832de4bfa1f1cb88f49b2c769b4cf0d22851c3c5463a1f,High,True,Success,https://85.82.123.212:7055,Channel Provider/2,Configuration API
35500fe5-3482-40ba-b1a0-ea11e531c684,8901195e-2638-4c8c-a304-a419754f32e2,Guest,,access_file,dd4f6b26-9f73-47b8-835b-e63296366a27,v1.0,False,Alerted,Unauthorized Access,43972d46-ed09-4c19-bd4b-7d5b33d10359,10:28:58.802,9a9f9015c13f44ef499614e2226403e927a84d0a9ce761a341f8d8d158c3c316,High,True,Success,https://148.176.154.80:7537,User Management,Administration
6e9cf789-0550-4767-9cda-5c9dc9cf9dbc,83874315-f4e6-4f6a-8e42-1d65fdb88675,User,,access_file,659c615c-8b9d-4284-a2cd-68095d217af2,v1.0,False,Alerted,None,508cd075-99ff-48ab-b4b3-93421d847867,10:28:58.802,9dcb7da4d23cdb6331b717fda1edc31a7aa739808ede8d6a2efc9570ea1ea8fb,High,True,Failure,https://78.98.126.36:6732,User Management,Security Engine
d2dec63d-b23c-4acb-8418-5c0a18e3780a,3c9a58e6-8795-43dc-bf46-92634773efbb,Guest,,login,47031e1e-975f-448f-8237-19b6a2ef253a,v1.0,False,Blocked Access,Policy Violation,6581e2bf-1a3c-47b1-9604-5e0c045a9418,10:28:58.802,3798d524db70ffcf6993eacb576f1e0dcaea110b1fc8eac76d307aef4c03414a,Low,True,Success,https://84.47.81.1:6789,Channel Provider/2,Security Engine
1a226939-34bd-45d9-a841-ba9feee1ce89,f8c2b5d5-bbf3-42cf-9489-aac8c698b1f6,Guest,560e2103-687f-4f89-999f-8995a377c439,access_file,8068f814-1c28-4d57-aa0c-3b26d0d61ec8,v5.0,False,Allowed,Unauthorized Access,e3fe9507-c2c1-4a12-bf87-3504963020b2,10:28:58.802,c364e8a65373463f7e6802e04277f1099ca397d9b40fccb7dfba9f6031b7c435,Low,True,Failure,https://165.114.138.2:6154,Channel Provider/2,Administration
fc256f80-7523-4381-b393-9e8df3287af7,6135c0b7-ec6f-45d5-9990-957001674af8,Guest,,modify_settings,2c463cac-5450-4488-bee5-c10131e44599,v1.0,True,Blocked Access,Policy Violation,ed87bd92-035b-4e66-95d6-bb25f8ee1fac,10:28:58.802,5a15f8f444c4c5ceb7713728e9b4532a2bde347fd3e3bef6c24647ebdc8bac9a,High,True,Success,https://75.117.130.96:6683,User Management,Configuration API
9c5fd265-7d78-4e25-bd9a-c20f59d4e174,9366eb88-8786-4629-99d8-f933452cfe27,Guest,,access_file,7ff4a9b5-dfac-4053-ae9a-b377daf1ccc4,v4.0,False,Blocked Access,Policy Violation,0fcc1ecb-adfa-4f15-9e4f-dad6a3fd6e1e,10:28:58.802,b088715b5d36dc76463f032ffda07ff0bba8707074f2ccd0407b1bf808be2cf6,Medium,True,Failure,https://104.154.252.167:7689,User Management,Administration
fe6a6d6a-c6a7-46e1-b891-8c53dbc6f8e5,39058703-a6cb-4040-9d02-c54af67ff776,Guest,05c74766-a674-4d40-a17b-c725feb1ec88,access_file,b87b6efa-81f7-4188-a30c-6be1fc3b1aab,v5.0,False,Allowed,Unauthorized Access,09d45fb9-3ba6-4333-9897-8c5d15ac0df7,10:28:58.802,00072e99ef0a268cc614694ecfd2c54ddd104f758429cd2b3cfbb61d97653803,Low,False,Success,https://195.222.250.60:5754,AppAdmin,Administration
44185634-7040-4065-8856-02a4b3d676fb,688d1e9c-2bc7-421e-a5bc-aa54d6d90347,User,976218c5-b805-42a3-a71a-578142fa09f9,login,cda8f454-a5da-47fa-87cb-56ac7cfa74d7,v3.0,True,Blocked Access,Privilege Escalation,6bff598a-9130-4026-8c02-d3237fd10491,10:28:58.802,6ed9e9655576975cd533be69fdc0e0e4d1a3b829ed6c4843392007a1ff5896c6,High,True,Failure,https://126.4.205.46:8961,User Management,Administration
d01d822e-df87-4aef-9f4f-8e5cc7e86448,1973faca-ad25-4e88-8adc-f60fdae7e162,Guest,,access_file,3f3f5028-20c6-4c9d-883e-57013845a84d,v4.0,False,Alerted,Unauthorized Access,3bb333e8-283d-4e25-a623-242f891c1371,10:28:58.802,e0767e32d2403415b49fefc5e1a59641308138d3d024232f03fadf685117a1c1,Medium,True,Success,https://182.84.115.147:9285,User Management,Administration
b494f302-92e3-4ec3-8675-33cb6dfdcb4f,09ccf755-f969-436f-932d-e976a54184ae,Guest,,login,89caefc8-b234-44c6-a2b5-51014889d55a,v2.0,False,Blocked Access,Policy Violation,1c9ef65e-52ec-4246-9e56-98ddfa2e056c,10:28:58.802,80e8ed1e61d9feecf28e9fb9ab84fe44225b592b021d88fdcaae1f9e4661bfaa,High,False,Failure,https://25.25.132.105:7943,User Management,Security Engine
5493ee7a-282e-49c7-86d5-30efb4faa4ea,df58269a-2f38-49c9-b1d2-2cb3d5a0690a,User,,login,835fd721-9274-4185-97c9-732a7f176966,v3.0,False,Blocked Access,Policy Violation,51fa7cda-8ce8-4475-8b7d-d07296fed9e4,10:28:58.802,40a550d64ccbfbce6c54d24c3ad495f2d4690fbc0626d1bc6c772019435e015e,High,False,Failure,https://10.102.234.179:6441,User Management,Security Engine
04ba26b3-3255-42d9-956e-96dae0bc6093,3f53065f-4f3b-4a52-b6b3-2cd07e61d304,Admin,0a21023a-29ab-462b-9c93-7e26cab9a779,modify_settings,2b2c3287-5fae-4889-aab8-3d4ed50b7c4f,v4.0,False,Blocked Access,Policy Violation,34ff1e51-8180-46d5-b1a8-88256d969761,10:28:58.802,122259dc331d8ce2c462ada27470841a5256ee0f5e501d517e12fc96581e1019,Medium,True,Failure,https://149.160.157.1:8468,Channel Provider/2,Security Engine
2002e61c-8ab0-4746-9c11-d28d775bdf4d,68154b84-ced1-432a-9bba-6764a2aea084,Admin,,access_file,d0469c7e-1d35-46d3-abbc-23ae766c4774,v2.0,True,Blocked Access,Unauthorized Access,4a05c5f6-682d-4533-9cbe-0e6addbe00cc,10:28:58.802,acfab568f3096e916c124e1784a0b1b60f03f6c80b2a4eebd0e49984869aec0c,High,True,Success,https://94.164.139.82:9488,Channel Provider/2,Security Engine
9fc4ad19-076a-4692-ab4e-3aab75d57d26,c57fc9b3-9a2e-4748-8afa-6c5078640fc5,User,,access_file,17b42f6e-3bb9-437b-b810-2fd831c189f0,v3.0,True,Allowed,Unauthorized Access,6478cc5c-08d6-47ba-ac81-5896eddd61e7,10:28:58.802,b98bc340b212d849105fe49de9a089f84435334f355b77a7c7125182c4ca79ab,Low,False,Success,https://210.55.210.247:6683,AppAdmin,Security Engine
88b98ed7-3648-47e0-985b-3d16ca075cef,85813141-b0ba-4661-ba0f-0f5ae6ca39f1,Admin,a784eb67-0082-435e-aa16-66e0780ed727,modify_settings,dada2e5e-1a28-4ded-9eea-ee331de38f89,v2.0,False,Allowed,None,9612487a-295d-4965-9dcd-f52e34fcadb1,10:28:58.802,9f2972652bd58e1ac268bd1de17148f01ea8e559c435117deae19247df865837,High,False,Failure,https://39.101.197.9:9158,Channel Provider/2,Administration
cc4a7eb7-1539-44e7-8195-7153db0ae5f6,86991b0a-fc51-49a4-8f28-8526c8332034,User,,modify_settings,23d0c07a-6b5f-4d92-bf2f-cae03d1aec30,v5.0,False,Blocked Access,Policy Violation,b9647470-b46f-4027-a8de-43e11f264836,10:28:58.802,c4e3dd7754b4eb3397d272232ffedbacc29193a96228374a9895adacfea6ac08,Low,True,Success,https://64.227.175.8:5096,AppAdmin,Configuration API
a306ca81-f00a-4d53-b027-136bc2b2e58e,5f874c05-33f4-4080-92de-0deb3806570c,Admin,,access_file,f58b5d64-a013-4ccc-9444-b675c015c2d0,v4.0,False,Blocked Access,Policy Violation,c8623b89-c96a-459e-81b1-8eeaa98055dd,10:28:58.802,aa790fa4a914936f225fb96a0b5008173cbeb3367bed197206c7624b924b9e4d,High,False,Success,https://44.13.0.134:7678,AppAdmin,Administration
711a5d4f-118f-46cd-9b51-b241d5df31dc,5b2ca781-1f0b-4c34-be49-608fa97ab0f1,Guest,,modify_settings,e55e484e-cfb8-40ea-835d-6ed8ab0fa3c1,v3.0,False,Blocked Access,Policy Violation,417ea67d-527f-4c46-95c0-3bae6945517e,10:28:58.802,3897aff454b4dcb473539f7fa173a2c4b0692213a74e72b92f56e1dd05469a36,Low,False,Success,https://213.219.245.195:8677,Channel Provider/2,Configuration API
8780cd87-58be-4c0e-8d32-bf1c4266c5a9,2c264dc1-39db-47f1-a717-85ea0f87ac91,User,a3ca8cda-0c2c-4c9a-9b12-a70be1456cc5,access_file,4d5a6db3-6cd6-42f7-b481-d8afe4af83e5,v1.0,False,Blocked Access,Policy Violation,b0626bd9-c2df-4049-a205-895a1621f201,10:28:58.802,3a25499b6e392c1d4d130e52755149c54451e0e45b6fc82b2254716bc4bedb39,Low,True,Failure,https://47.243.252.220:9188,AppAdmin,Security Engine
cd13d8e5-7312-418a-9a2c-4cd05200391f,e43887bd-01b9-417c-b879-3ebac5248849,User,,access_file,7b38ef43-c6da-454b-a358-b6f60b6b0e29,v1.0,True,Allowed,Unauthorized Access,5c2059b4-49f7-4731-b7f9-8c2c29c4e031,10:28:58.802,0cee1e9b550a142dab8d2c16da30836448d63388bca7874483d8ddb4266dc14a,Low,True,Success,https://153.48.198.11:5867,Channel Provider/2,Configuration API
4631721c-0204-41b9-8dff-2cbb870a24d1,f991d7df-b5d3-410c-86dd-b06b04fe5eea,Guest,,modify_settings,8faeb897-4846-4628-9d22-4f44ba7933eb,v4.0,True,Blocked Access,Policy Violation,dd3a3efa-470f-481d-a502-d81762924270,10:28:58.802,425bae16acac9b333af211ed7eb3fe7ae024343debfb17386cb690a3374f266d,Low,True,Failure,https://179.6.229.15:9946,AppAdmin,Administration
5684dae0-e5c9-4223-b421-5aaf223eb5c0,01a08cc0-1455-4544-9a8f-6d6748d346c1,User,,modify_settings,714c0455-8edf-4838-9f6e-bfffa8e19a16,v1.0,False,Blocked Access,Policy Violation,ed90243f-1300-4042-92c1-7cf84b189397,10:28:58.802,f8a4abde241d3a459c05f2e90f8f6200cec9a8dcfc01b092c0029c1d2d1af471,High,True,Success,https://202.153.149.236:5378,AppAdmin,Security Engine
664f0eef-8102-47bb-8724-79fd5021ffaf,7408c7e2-9ef4-4c4d-a3be-e2b8fd118cd0,Guest,,access_file,844327be-5479-4d21-89f6-511bd4292d4a,v2.0,True,Allowed,Unauthorized Access,b61ca29a-9e16-41c8-99bb-e2cbcaaf1661,10:28:58.802,e38d3affdd71fab12e0f2d98dc6732e760be5cd5ebc245250f28df87b71bf809,Low,False,Success,https://103.40.101.149:8861,Channel Provider/2,Configuration API
76193cac-962e-45cb-9994-8f1ae844ac38,66f965b4-beaf-46fb-8d7e-ac586c3ae729,Guest,,access_file,8e186aa4-9b6c-4957-984f-3d756f6108df,v2.0,True,Blocked Access,Unauthorized Access,5bd2210f-a331-40f2-a9a2-a62711e82db4,10:28:58.802,6fdd4708c3ff8a02eccf1214b1a8d01f923b2db67509fd78517c9be2ec93e2d4,Low,True,Success,https://99.6.88.183:9325,Channel Provider/2,Security Engine
fe373dd1-ce84-46f9-82bf-c907e0d415ea,d9fa4c48-5a55-4965-88e6-ca03b825c36b,User,,modify_settings,6f9acec0-2925-40d8-aab9-2ce911184e70,v4.0,True,Blocked Access,Policy Violation,a35ccb41-52b7-4053-bf06-823b0702ad24,10:28:58.802,87023694d602960b028df03262f16ce73b246a00af50404f769c0b1359a5f856,Low,True,Success,https://205.31.220.207:8261,AppAdmin,Administration
f237052f-4929-45e0-845c-9f393fcc5c15,08af62a0-eccc-47eb-a4cd-3cc7fb7e64a7,Guest,,modify_settings,d4400439-ee1f-4a8c-9307-f59c8f712019,v5.0,True,Alerted,Policy Violation,cf24689a-dc87-43a5-8901-b65c33cbf794,10:28:58.802,e29cf735002d84fc38143c7aaa9e7488a0bec616c19b6538b266d56479aed0f6,Low,True,Failure,https://198.145.196.151:5365,Channel Provider/2,Configuration API
fead12bd-61b3-4cfe-afbd-a969253e5fb8,a7b6db04-2f28-4c15-ae5d-0a33a4bc4512,Admin,38cb1480-2e55-443b-b207-753412dbdc8c,login,f73a5ea4-b705-42be-9a6f-cd66fa2c4ff9,v1.0,True,Allowed,Privilege Escalation,189fd0b3-fc2c-4087-874a-a72abaa34939,10:28:58.802,3b62679dae06846634ca8bad215ce03f2a8c6cf48954854bf183d2e9827b2088,Medium,True,Failure,https://86.212.78.137:7045,AppAdmin,Administration
564a525d-009c-4a4d-a35e-cb1664389aef,5e58de65-c5cd-4643-9ed7-393760933b3d,User,,login,68569d8c-400d-4ff1-9e04-26ddaaa73f12,v3.0,True,Allowed,Privilege Escalation,858270b6-c566-43ae-9b21-0a3be7cf17db,10:28:58.802,c5f2b9db276d206915ed4edc473e2cef6f7df36da815483d0e4c3f514f2fd24b,High,True,Success,https://66.182.236.92:5440,AppAdmin,Configuration API
28333dfb-ce7a-4568-9c78-b73772f40c52,54c84789-cf9c-4910-88f7-db7062316481,Guest,,access_file,08c5e179-a2ed-4abe-bd37-2dbaf81d5460,v4.0,True,Alerted,Unauthorized Access,f13bbed9-445f-40e1-81e7-c75073936b36,10:28:58.802,807e35dd27b04b5e72b739b0adf0103d5dc6ff28571a35de4ab5abc2c132d34c,High,False,Failure,https://84.248.0.40:9279,User Management,Security Engine
e6aae4c2-c992-489f-9050-ddd3cddfc15c,6bf32ade-e46d-408e-a6e4-25d8d141c010,Guest,,access_file,2f0e9c0d-6126-4efc-bc4e-9dd3b4f2c77d,v1.0,False,Alerted,Unauthorized Access,76eab677-6fd9-4b26-9d9c-14cfed85b429,10:28:58.802,3b030a9e93950dd8e4f3951b2a26b852c11461e7f136c33e9343b04af3af2eed,High,False,Success,https://174.122.17.198:5332,Channel Provider/2,Administration
1dfe69ab-93ea-4d79-9b4b-e6df62a4661e,9febf5e1-0c7c-4402-a17c-3fc174b429fd,Admin,,login,b7f273e3-24ce-4fa4-a48b-d459d43704de,v5.0,True,Blocked Access,Privilege Escalation,7e52be51-4d13-4897-ba25-3a4895fbadf8,10:28:58.802,a11e4b79c4aa1a224aa6899c154a6894e690995f6073eab6d2285107bd417ae4,Medium,True,Success,https://198.233.86.63:5270,User Management,Administration
17a5547a-f5a8-46e3-b246-119cd05c401d,c0faab5b-930e-42b4-a085-70dbddb43ce3,Guest,,access_file,b387a5a3-695d-4b56-acc7-415ca333cf81,v5.0,False,Alerted,Unauthorized Access,e7565bc2-9790-4a74-9df7-a1d384ff1e3c,10:28:58.802,f60777b8f4ddbd7d423e7adf0edf7aed93b53f14c38dcaceced9816e86056cd4,Medium,False,Success,https://154.85.0.78:5557,Channel Provider/2,Configuration API
3bd599a1-ea23-46c9-ace4-7f245399f06c,9e0c82ce-3690-4da8-ad52-961080a9fa76,User,,login,b1c561eb-ea66-4658-acca-03acf59f7f26,v4.0,True,Alerted,Privilege Escalation,7b871398-b188-4a2f-9566-de882318f4f1,10:28:58.802,d883bea30d785ff3100781d98c83d61346dc0eb4baea6d8da5592b563eb916e1,Low,True,Failure,https://89.15.0.248:8500,Channel Provider/2,Security Engine
75ad16a5-ada2-4b03-bd32-f80dff41805f,78202be1-1106-40fa-99af-474540beb980,Guest,04046a28-da72-4ecd-89d1-1880bde53f07,access_file,a51cdef0-e7cf-41ec-a9f0-0a320b178685,v5.0,True,Blocked Access,Unauthorized Access,e8241bc5-5a1f-4931-b845-e67ad7fb87ec,10:28:58.802,759b4529c693771368d9abc2f799caf06f5181c0c07115e24423c44f4245857b,High,False,Success,https://51.247.63.198:9180,AppAdmin,Security Engine
bab6db1e-857b-48f3-822d-dc22c8dfd29a,b02defeb-9d75-4b06-975a-737ebd8a2a70,Admin,9619d3c9-d292-4408-bf87-267e8f827022,access_file,c2bb0385-6096-4073-a057-ce772213d78b,v1.0,True,Alerted,Unauthorized Access,a018a43c-ea0c-42c7-9500-8e5260aaa23e,10:28:58.802,3dab40bfce3683bcdf6eeb63044eecadd5cb5fcf9c1dbe773363ad6d3a395f90,Medium,True,Success,https://218.225.189.140:7244,User Management,Configuration API
841441e5-be68-4b66-8be4-e62b854cee04,3a899bc3-6c6c-4e39-b61c-d1d7406b7ba6,Guest,,access_file,8f8e4902-f7db-4b78-885f-0ca4c9fe8b74,v4.0,True,Allowed,Unauthorized Access,36b496a7-07d7-48a4-850a-6fd505752f94,10:28:58.802,b96c466b63242edc02cca4db0a4d9cab73019fee36ecc41a776ed807988d4617,Low,True,Failure,https://197.174.49.1:8341,Channel Provider/2,Configuration API
68a3b0b1-d629-421c-b4c9-9c90a6631f27,3ff93abc-8a47-4cf4-b2fc-955a789e561f,User,,login,4d34282d-42c7-469b-b4d7-c38e35edd7c2,v2.0,True,Alerted,Privilege Escalation,a7a535a3-eab2-4e30-b372-6394694e4274,10:28:58.802,6995a0633446abd116c57edfecf14789512c9df472f92d5b0306a99ae673b658,High,False,Success,https://106.175.84.139:6215,User Management,Security Engine
f5728969-a20d-41fc-b449-7a4474e26d28,a29365d1-cff4-478d-84c0-d1ab70eb00fc,Guest,,login,ac015552-2b73-44df-85a2-bae1c4e82dcd,v3.0,True,Allowed,Privilege Escalation,c5954c13-ab18-48ae-a460-d0a8756b2316,10:28:58.802,c82cd4a46d21f29e42d35afda97af1e543109ac1c32e155ee704ccc271398e1a,High,True,Failure,https://115.144.176.238:6569,User Management,Security Engine
