cross_tenant_event_id,policy_id,violation_type,multi_tenant_isolation,event_status,client_address,resource_accessed,component_id,hash_on_blockchain,cloud_service
,36814c82-f662-4858-ab0a-b3a039e151c5,Policy Violation,TRUE,Failure,https://73.77.23.124:5067,AppAdmin,Administration,62341ccfd7dd11a71792de631e70aabd6eff7bcd1839f038e135b162f6a5793b,Managed Cloud
,6fa2ffce-3501-4e4d-88a6-0fa46899b07e,Privilege Escalation,FALSE,Failure,https://12.194.83.155:6969,Channel Provider/2,Security Engine,f9c3bdbbbb15c6d631ed324a3973b4225eb464017d313369fba1d47272d33378,Managed Cloud
2b986e76-f578-4b85-8ec9-91ff43073fc9,f5be630f-cb9c-49af-8e6c-ec2f0518278d,Policy Violation,TRUE,Failure,https://10.61.71.59:8556,AppAdmin,Security Engine,ad402101dd4692f63ab8be29be7e955592b385e7dff030cc0699b9e1d8e7dc66,Managed Cloud
c4e227b2-00de-4d15-9adb-4c986c746bbe,84b6d8e3-048e-43d0-a00f-800ec692d71a,Policy Violation,TRUE,Success,https://70.244.204.181:5482,AppAdmin,Administration,9aa42c693052724f4e66420734b290588c5c7418d5446de05d8e0e85de63b60f,Public Cloud
,aeb6a4aa-8b19-4fba-9aa4-4967c002aa90,Unauthorized Access,TRUE,Success,https://69.139.113.37:8025,Channel Provider/2,Security Engine,56d9cdb979d45bb1a3e0767c52d3d4752741d508a518514917f44a0a226cf218,Private Cloud
,2593cd39-5b16-4d94-9c32-579b21b351f0,Policy Violation,FALSE,Success,https://128.139.200.251:9230,User Management,Security Engine,bb06dbfd9fd1e795e716fdf3cd6ae562f64a1dfc49855940101f0482368d85df,Private Cloud
425ead4f-235c-46df-9598-31d185526faa,21cacd73-0ab9-423b-a192-bdb5679d1cdf,None,TRUE,Success,https://42.21.85.58:9370,User Management,Administration,1f86e36f9542bbf46d63f1f1b80699f7e61dc7c69a96e70328c4db5c5c99c7a0,AWS
,74de165a-5e28-4037-92c9-d76ff2c093fd,None,FALSE,Success,https://45.208.127.105:8940,User Management,Configuration API,d0754718bbf6a23bfd2224045f8d7831630bf12a5f3b466077122bff06f302d3,Private Cloud
,43430ec2-95fc-4099-ba60-81778701a7f2,Unauthorized Access,FALSE,Failure,https://71.36.19.216:6004,User Management,Administration,e7f49493ceea8ceeeb6de32851a5f926c5f4b95b29500b67473e7bda755e9b53,Google Cloud
,6e95b2dd-fa4a-44f3-94f2-39c1d3fa733f,Unauthorized Access,TRUE,Success,https://25.159.76.227:6511,AppAdmin,Security Engine,02ed124b8261d3bf2892d9c73065b6295dc655e846c291cb0288383895841ebf,Google Cloud
,9fcb2518-401b-4ec9-8fd9-f2304c6eba73,None,FALSE,Success,https://101.215.172.36:6403,Channel Provider/2,Administration,47a60da9cd068d8c5b660312f889aaef4f6f917e8b2b49cb1e513f9fc6fe2de4,Azure
,49430625-0184-4fda-9bb6-35ec8817b35c,Privilege Escalation,TRUE,Success,https://85.82.123.212:7055,Channel Provider/2,Configuration API,b754ac8ba84a532261832de4bfa1f1cb88f49b2c769b4cf0d22851c3c5463a1f,Google Cloud
,dd4f6b26-9f73-47b8-835b-e63296366a27,Unauthorized Access,TRUE,Success,https://148.176.154.80:7537,User Management,Administration,9a9f9015c13f44ef499614e2226403e927a84d0a9ce761a341f8d8d158c3c316,Google Cloud
,659c615c-8b9d-4284-a2cd-68095d217af2,None,TRUE,Failure,https://78.98.126.36:6732,User Management,Security Engine,9dcb7da4d23cdb6331b717fda1edc31a7aa739808ede8d6a2efc9570ea1ea8fb,Managed Cloud
,47031e1e-975f-448f-8237-19b6a2ef253a,Policy Violation,TRUE,Success,https://84.47.81.1:6789,Channel Provider/2,Security Engine,3798d524db70ffcf6993eacb576f1e0dcaea110b1fc8eac76d307aef4c03414a,Public Cloud
560e2103-687f-4f89-999f-8995a377c439,8068f814-1c28-4d57-aa0c-3b26d0d61ec8,Unauthorized Access,TRUE,Failure,https://165.114.138.2:6154,Channel Provider/2,Administration,c364e8a65373463f7e6802e04277f1099ca397d9b40fccb7dfba9f6031b7c435,AWS
,2c463cac-5450-4488-bee5-c10131e44599,Policy Violation,TRUE,Success,https://75.117.130.96:6683,User Management,Configuration API,5a15f8f444c4c5ceb7713728e9b4532a2bde347fd3e3bef6c24647ebdc8bac9a,Public Cloud
,7ff4a9b5-dfac-4053-ae9a-b377daf1ccc4,Policy Violation,TRUE,Failure,https://104.154.252.167:7689,User Management,Administration,b088715b5d36dc76463f032ffda07ff0bba8707074f2ccd0407b1bf808be2cf6,Public Cloud
05c74766-a674-4d40-a17b-c725feb1ec88,b87b6efa-81f7-4188-a30c-6be1fc3b1aab,Unauthorized Access,FALSE,Success,https://195.222.250.60:5754,AppAdmin,Administration,00072e99ef0a268cc614694ecfd2c54ddd104f758429cd2b3cfbb61d97653803,AWS
976218c5-b805-42a3-a71a-578142fa09f9,cda8f454-a5da-47fa-87cb-56ac7cfa74d7,Privilege Escalation,TRUE,Failure,https://126.4.205.46:8961,User Management,Administration,6ed9e9655576975cd533be69fdc0e0e4d1a3b829ed6c4843392007a1ff5896c6,Private Cloud
,3f3f5028-20c6-4c9d-883e-57013845a84d,Unauthorized Access,TRUE,Success,https://182.84.115.147:9285,User Management,Administration,e0767e32d2403415b49fefc5e1a59641308138d3d024232f03fadf685117a1c1,Public Cloud
,89caefc8-b234-44c6-a2b5-51014889d55a,Policy Violation,FALSE,Failure,https://25.25.132.105:7943,User Management,Security Engine,80e8ed1e61d9feecf28e9fb9ab84fe44225b592b021d88fdcaae1f9e4661bfaa,Public Cloud
,835fd721-9274-4185-97c9-732a7f176966,Policy Violation,FALSE,Failure,https://10.102.234.179:6441,User Management,Security Engine,40a550d64ccbfbce6c54d24c3ad495f2d4690fbc0626d1bc6c772019435e015e,Managed Cloud
0a21023a-29ab-462b-9c93-7e26cab9a779,2b2c3287-5fae-4889-aab8-3d4ed50b7c4f,Policy Violation,TRUE,Failure,https://149.160.157.1:8468,Channel Provider/2,Security Engine,122259dc331d8ce2c462ada27470841a5256ee0f5e501d517e12fc96581e1019,Azure
,d0469c7e-1d35-46d3-abbc-23ae766c4774,Unauthorized Access,TRUE,Success,https://94.164.139.82:9488,Channel Provider/2,Security Engine,acfab568f3096e916c124e1784a0b1b60f03f6c80b2a4eebd0e49984869aec0c,Google Cloud
,17b42f6e-3bb9-437b-b810-2fd831c189f0,Unauthorized Access,FALSE,Success,https://210.55.210.247:6683,AppAdmin,Security Engine,b98bc340b212d849105fe49de9a089f84435334f355b77a7c7125182c4ca79ab,Managed Cloud
a784eb67-0082-435e-aa16-66e0780ed727,dada2e5e-1a28-4ded-9eea-ee331de38f89,None,FALSE,Failure,https://39.101.197.9:9158,Channel Provider/2,Administration,9f2972652bd58e1ac268bd1de17148f01ea8e559c435117deae19247df865837,Azure
,23d0c07a-6b5f-4d92-bf2f-cae03d1aec30,Policy Violation,TRUE,Success,https://64.227.175.8:5096,AppAdmin,Configuration API,c4e3dd7754b4eb3397d272232ffedbacc29193a96228374a9895adacfea6ac08,Managed Cloud
,f58b5d64-a013-4ccc-9444-b675c015c2d0,Policy Violation,FALSE,Success,https://44.13.0.134:7678,AppAdmin,Administration,aa790fa4a914936f225fb96a0b5008173cbeb3367bed197206c7624b924b9e4d,AWS
,e55e484e-cfb8-40ea-835d-6ed8ab0fa3c1,Policy Violation,FALSE,Success,https://213.219.245.195:8677,Channel Provider/2,Configuration API,3897aff454b4dcb473539f7fa173a2c4b0692213a74e72b92f56e1dd05469a36,Public Cloud
a3ca8cda-0c2c-4c9a-9b12-a70be1456cc5,4d5a6db3-6cd6-42f7-b481-d8afe4af83e5,Policy Violation,TRUE,Failure,https://47.243.252.220:9188,AppAdmin,Security Engine,3a25499b6e392c1d4d130e52755149c54451e0e45b6fc82b2254716bc4bedb39,Private Cloud
,7b38ef43-c6da-454b-a358-b6f60b6b0e29,Unauthorized Access,TRUE,Success,https://153.48.198.11:5867,Channel Provider/2,Configuration API,0cee1e9b550a142dab8d2c16da30836448d63388bca7874483d8ddb4266dc14a,Private Cloud
,8faeb897-4846-4628-9d22-4f44ba7933eb,Policy Violation,TRUE,Failure,https://179.6.229.15:9946,AppAdmin,Administration,425bae16acac9b333af211ed7eb3fe7ae024343debfb17386cb690a3374f266d,Public Cloud
,714c0455-8edf-4838-9f6e-bfffa8e19a16,Policy Violation,TRUE,Success,https://202.153.149.236:5378,AppAdmin,Security Engine,f8a4abde241d3a459c05f2e90f8f6200cec9a8dcfc01b092c0029c1d2d1af471,Private Cloud
,844327be-5479-4d21-89f6-511bd4292d4a,Unauthorized Access,FALSE,Success,https://103.40.101.149:8861,Channel Provider/2,Configuration API,e38d3affdd71fab12e0f2d98dc6732e760be5cd5ebc245250f28df87b71bf809,Public Cloud
,8e186aa4-9b6c-4957-984f-3d756f6108df,Unauthorized Access,TRUE,Success,https://99.6.88.183:9325,Channel Provider/2,Security Engine,6fdd4708c3ff8a02eccf1214b1a8d01f923b2db67509fd78517c9be2ec93e2d4,Public Cloud
,6f9acec0-2925-40d8-aab9-2ce911184e70,Policy Violation,TRUE,Success,https://205.31.220.207:8261,AppAdmin,Administration,87023694d602960b028df03262f16ce73b246a00af50404f769c0b1359a5f856,Private Cloud
,d4400439-ee1f-4a8c-9307-f59c8f712019,Policy Violation,TRUE,Failure,https://198.145.196.151:5365,Channel Provider/2,Configuration API,e29cf735002d84fc38143c7aaa9e7488a0bec616c19b6538b266d56479aed0f6,Public Cloud
38cb1480-2e55-443b-b207-753412dbdc8c,f73a5ea4-b705-42be-9a6f-cd66fa2c4ff9,Privilege Escalation,TRUE,Failure,https://86.212.78.137:7045,AppAdmin,Administration,3b62679dae06846634ca8bad215ce03f2a8c6cf48954854bf183d2e9827b2088,Azure
,68569d8c-400d-4ff1-9e04-26ddaaa73f12,Privilege Escalation,TRUE,Success,https://66.182.236.92:5440,AppAdmin,Configuration API,c5f2b9db276d206915ed4edc473e2cef6f7df36da815483d0e4c3f514f2fd24b,Managed Cloud
,08c5e179-a2ed-4abe-bd37-2dbaf81d5460,Unauthorized Access,FALSE,Failure,https://84.248.0.40:9279,User Management,Security Engine,807e35dd27b04b5e72b739b0adf0103d5dc6ff28571a35de4ab5abc2c132d34c,Public Cloud
,2f0e9c0d-6126-4efc-bc4e-9dd3b4f2c77d,Unauthorized Access,FALSE,Success,https://174.122.17.198:5332,Channel Provider/2,Administration,3b030a9e93950dd8e4f3951b2a26b852c11461e7f136c33e9343b04af3af2eed,AWS
,b7f273e3-24ce-4fa4-a48b-d459d43704de,Privilege Escalation,TRUE,Success,https://198.233.86.63:5270,User Management,Administration,a11e4b79c4aa1a224aa6899c154a6894e690995f6073eab6d2285107bd417ae4,AWS
,b387a5a3-695d-4b56-acc7-415ca333cf81,Unauthorized Access,FALSE,Success,https://154.85.0.78:5557,Channel Provider/2,Configuration API,f60777b8f4ddbd7d423e7adf0edf7aed93b53f14c38dcaceced9816e86056cd4,Public Cloud
,b1c561eb-ea66-4658-acca-03acf59f7f26,Privilege Escalation,TRUE,Failure,https://89.15.0.248:8500,Channel Provider/2,Security Engine,d883bea30d785ff3100781d98c83d61346dc0eb4baea6d8da5592b563eb916e1,Private Cloud
04046a28-da72-4ecd-89d1-1880bde53f07,a51cdef0-e7cf-41ec-a9f0-0a320b178685,Unauthorized Access,FALSE,Success,https://51.247.63.198:9180,AppAdmin,Security Engine,759b4529c693771368d9abc2f799caf06f5181c0c07115e24423c44f4245857b,AWS
9619d3c9-d292-4408-bf87-267e8f827022,c2bb0385-6096-4073-a057-ce772213d78b,Unauthorized Access,TRUE,Success,https://218.225.189.140:7244,User Management,Configuration API,3dab40bfce3683bcdf6eeb63044eecadd5cb5fcf9c1dbe773363ad6d3a395f90,Google Cloud
,8f8e4902-f7db-4b78-885f-0ca4c9fe8b74,Unauthorized Access,TRUE,Failure,https://197.174.49.1:8341,Channel Provider/2,Configuration API,b96c466b63242edc02cca4db0a4d9cab73019fee36ecc41a776ed807988d4617,Google Cloud
,4d34282d-42c7-469b-b4d7-c38e35edd7c2,Privilege Escalation,FALSE,Success,https://106.175.84.139:6215,User Management,Security Engine,6995a0633446abd116c57edfecf14789512c9df472f92d5b0306a99ae673b658,Private Cloud
,ac015552-2b73-44df-85a2-bae1c4e82dcd,Privilege Escalation,TRUE,Failure,https://115.144.176.238:6569,User Management,Security Engine,c82cd4a46d21f29e42d35afda97af1e543109ac1c32e155ee704ccc271398e1a,Public Cloud
,05c6a870-14d9-4df2-af78-d284b2a4d066,Privilege Escalation,TRUE,Success,https://75.232.34.15:7209,AppAdmin,Configuration API,35cc6e98063997d0724d332c46a801cf8e54e81d317d41789dc48211bf3e0d85,Private Cloud
,84711d40-24bd-47cf-ab4e-f5f2236ddd00,None,TRUE,Failure,https://38.119.253.247:5860,Channel Provider/2,Administration,9ab45c0ee6753b7c5786d333f6d26fb73d5ce1aeecf69e61b7beadb3dec34e61,Google Cloud
,319b0838-ebff-44f3-b1df-0337e6347798,Privilege Escalation,TRUE,Success,https://22.212.242.78:9142,Channel Provider/2,Administration,95cc438eabcf9f387a55397eb9deb36dd86acc37368aac50e852f2dd4068f8ef,Public Cloud
,a165ad22-f4a5-4efa-b335-524990bdd623,Privilege Escalation,FALSE,Failure,https://145.166.134.226:9668,AppAdmin,Configuration API,c76eaa29058d2a1dc94c31ab2ca0ee4ed7777febf4dc166f2011325dc71fec07,Private Cloud
,7f2a82e3-b3ef-439e-9260-229ecd419b88,Policy Violation,TRUE,Failure,https://199.216.21.173:7282,Channel Provider/2,Configuration API,b9cb82fc3e087e2114f89415331f18b4315ba351f2e8dbfe879478bbb5b2d165,Azure
,bfcc8395-9032-4e52-ba34-4cf3a0f3cd50,Privilege Escalation,FALSE,Failure,https://218.194.12.223:8988,User Management,Configuration API,f61a46b79d0cc860ec420e6984e5830d4abd70732fb7bf8e3c4b2a115be7479f,Google Cloud
,fbfaccd1-01aa-450d-b4be-34215aa59ebe,Policy Violation,TRUE,Failure,https://173.116.127.30:9146,User Management,Security Engine,4612b4cf04f721aab5a40a88bfca1a66984a77c2761699515f451837dfce7396,Managed Cloud
,7740c447-1a1f-4689-ad28-916be8d7a30c,None,TRUE,Success,https://104.198.247.217:7913,User Management,Administration,a7d30feef6962664b5568c22a28433b337fdf651a0d47fa36de2d2b7b5bdbcbe,Managed Cloud
,0280a5f2-a464-400d-8577-8f2a58b22c87,Policy Violation,TRUE,Success,https://178.96.98.151:5411,AppAdmin,Security Engine,19caea690cd4c6197aa1525367d3e2023b645c24b0087eaef6a6ad29cc723df0,Public Cloud
,6ab868a6-a5f3-4a9d-b2f3-75df626d8209,Policy Violation,FALSE,Success,https://45.208.36.236:5044,Channel Provider/2,Configuration API,9897656127cfcddb5f30561aae540d5805a5c7e78a432993fedca7074741b0cf,Public Cloud
,1f8bdc7d-028a-4735-a92e-7fd6516b9192,Privilege Escalation,FALSE,Success,https://32.50.43.7:9763,User Management,Security Engine,7d4f62989f1b1b8945c40ee7c53ca89a9f5aed5eaad1009dd53038bc165ee129,Managed Cloud
ff4ad337-a62f-460a-bc56-e7f3bef2aacd,d898b514-d92a-4c43-8b9a-838bf62d4d2a,Unauthorized Access,FALSE,Failure,https://128.32.205.73:6760,AppAdmin,Administration,ec8bc25181a5b3f9e203accdf600c5ed845d74640e3ecdffd3aeb11b0f731645,Public Cloud
,423284bd-f79f-4cdc-bb38-1630fb3265e1,None,FALSE,Failure,https://158.178.166.155:6175,AppAdmin,Administration,fb27a50effa13eb8a551bddbf653632ff9623c785232139a18cc44841352bcf0,Google Cloud
,ddc9fd3a-9bbf-4f31-9998-3bec4584b720,Unauthorized Access,TRUE,Failure,https://52.178.8.64:6968,User Management,Security Engine,103ca7cda2cced3c804ddd5af790f444ce5a5cefe15d65c708102548ecce2004,AWS
,65b45585-7fb2-491c-8f08-4b0131754ccd,None,FALSE,Failure,https://64.70.15.187:9375,User Management,Administration,5e035b7e4195de02c96d482d8938f9033d1a8fea5d5db6ccc20c1eaa95ef4799,AWS
,6dfef43b-5007-4f04-8aa2-079763134095,Policy Violation,FALSE,Success,https://126.19.140.150:9157,Channel Provider/2,Administration,4b130f336d0c3842e2c95dfd99bac63fe9ab3eb1f7f2ace8cc12efb08ac9c151,Managed Cloud
,17509e09-3e1c-44a8-a9a2-b1ba0b50e49b,Policy Violation,TRUE,Success,https://32.228.143.255:5994,User Management,Administration,4bb21c4b7df25b35dd2d5aac51824d19984ae0ca6660cdaa39a14d9378341893,Google Cloud
,7b5998fd-2dfe-4492-843b-51fd2d9249ef,None,FALSE,Success,https://5.44.19.179:9542,User Management,Configuration API,cbc2b91b3fbc6a300d8eecb5972bc1624b3e39ccb5b86a455af30f79f3e73916,Managed Cloud
f324402e-8671-4af9-a8f2-11a2240bb1a1,dba66c62-9b85-489e-8cfe-c5486b6b10c9,None,TRUE,Success,https://28.47.0.230:7661,Channel Provider/2,Administration,822b400faa9afd22344f56cd4ea568890b6aaba6ea14d6a367b67305f25fd6a3,Private Cloud
,e5a9b9a4-88ed-4f1d-ae10-2fd5bd8a0782,None,TRUE,Success,https://93.118.95.163:7510,User Management,Configuration API,d7f9fb885338e658805e7456485a52b6dbc76d60e597022b9f94b6f50f0cf4a3,Azure
,eb2a5f2b-7b01-48c3-a740-6c18952e6c13,Policy Violation,TRUE,Failure,https://177.167.171.162:5133,Channel Provider/2,Administration,be7083aac486a7d7b181fc0cad607a35cf6379396fa12abaac7f622242a848e0,Google Cloud
,dadcaa03-58d0-44e9-a7f3-028d754c21f8,Unauthorized Access,FALSE,Failure,https://145.150.211.255:8812,User Management,Security Engine,c675122d9c661281aa94104b8ef96668d698405074cef8701fa687c8bcc274ee,Public Cloud
,d9c0a53b-6a70-4956-8428-be7172b854ab,Privilege Escalation,FALSE,Failure,https://18.248.33.188:5675,User Management,Security Engine,b93b6c6c1fa538b1a49b7fade9fc8df673ccbdac8782df60933e12c04674716c,Google Cloud
,f57cf8eb-81a3-4267-b8da-e87828c4e9fe,Policy Violation,TRUE,Success,https://201.14.7.50:5092,Channel Provider/2,Administration,462bab8fdf925b4922d6e143d712fdc7a39a05346551a65aa720ad38dabf24b1,AWS
,71ddb887-4ca9-479d-a6d3-cba57c7736a7,None,TRUE,Success,https://4.209.5.184:5299,User Management,Administration,398d499e105e18002b3787fc5b9794315aa5062305588aaeff9ad050439b665a,Google Cloud
,d49c623c-288b-4fea-bd11-4517d6fcd39c,Unauthorized Access,TRUE,Success,https://82.203.102.194:7181,Channel Provider/2,Administration,a86730f819b8c56fae152bc9576039ad6c3f75bcee821754806f157b88ed38c0,Private Cloud
,1fc99968-7421-45a7-b365-e8c0926e93c1,None,TRUE,Success,https://15.178.82.165:8081,AppAdmin,Security Engine,f1c52afff46405841feeab4aebffeffa860c8336e9aafca23e74b110c16b4c5a,Google Cloud
,8bab528c-eae8-4f9f-a120-98e659b1acc5,Unauthorized Access,TRUE,Failure,https://14.185.160.191:9927,Channel Provider/2,Security Engine,bb38395725387696142a58deebc260f2cc4919ed0784b7bb74ba58576d9e4d13,Private Cloud
,a9ad7eed-5ec8-4027-a946-8c659d5eea90,None,FALSE,Success,https://176.146.115.25:7200,User Management,Configuration API,9279b66031e13ef41c32735a719f0ed6ffe438d71fc72eea297cc10bfe25e2d4,AWS
,2080eaff-ca01-4c51-b052-a301cc9e8545,Policy Violation,TRUE,Failure,https://33.249.235.73:7883,Channel Provider/2,Configuration API,864a97c3bfb93b7fe24b66dd2773cacb7d443fa462720bb34456501f6adb0a9d,Azure
,61bcfdbf-6402-44f5-89b2-41722f24679b,Policy Violation,FALSE,Failure,https://65.237.160.74:9695,AppAdmin,Configuration API,ec1bd4c39348d2d6f2e5f4e74ebc82716715c6291c220ec013483f143446b4de,Google Cloud
925f2b62-ccb0-4d00-bf0e-81238e4f70a1,8ee18fc0-aef1-4070-935a-f0533c2c26c0,Privilege Escalation,FALSE,Success,https://172.49.183.185:5242,Channel Provider/2,Configuration API,2fdfc0c0757fbcdaa6a68eb2d81f4d222cb8eb3b55c9e7956da78608d46bc06e,Public Cloud
341eb778-ff35-4674-9708-2f409c09eebe,f1a0fd41-4f3c-469e-ae41-c0ec74fe1c99,None,TRUE,Failure,https://212.0.242.13:5201,Channel Provider/2,Security Engine,e39cd66605857bb6d2279f458363df36e6d9bdcb2a7dd3e1a98b9e2682ba34fc,Private Cloud
,526caf66-216e-49be-a97d-880c944f627d,Unauthorized Access,TRUE,Success,https://218.27.240.33:7428,AppAdmin,Configuration API,04f5d3f6632bec87e0c3a8a90e34f8a5827a79f41e69684f64ee3de195bca37b,Public Cloud
,bda3797b-7c87-4b8c-9957-ce0edf990d18,Policy Violation,TRUE,Success,https://98.136.112.203:8484,AppAdmin,Administration,0e59491c22706ab23b922f609b208bc1befcf8c892339ed3ebc0fbe96fc7ee44,AWS
4d927fc3-4831-48c8-a498-21ec8119b038,657f3ac7-b8af-4519-a925-1014788ac42d,None,TRUE,Failure,https://114.0.178.91:9395,AppAdmin,Configuration API,681feed0523a231d3c76b8d8efc9ae6be491500940606ea9743e21c2d1886cf2,Private Cloud
,e4443a5c-9a1f-4fa6-a588-54e4d234bf15,Policy Violation,TRUE,Success,https://118.15.139.59:7882,AppAdmin,Configuration API,a75f58515e8e0d53bef1cb10e5db65009c5bbbe36810220edb0669bbed560635,Private Cloud
,933c578a-43e9-4052-8a67-e953096b7f60,Unauthorized Access,TRUE,Success,https://73.114.47.154:5431,Channel Provider/2,Security Engine,d591e0de2a4e4974c52bc8bb62fcca0cf661278f4b40af98100ff18e0b55518c,Azure
4afd9610-09f3-4d60-9795-7f90f06c67b3,29d78fd3-f51a-4bee-a1ce-be73a8875c6e,Unauthorized Access,TRUE,Success,https://223.101.28.247:5174,User Management,Security Engine,c639ce8f16306c0c9acdf3fdcc406a313a2d7695f68eea84752dbfde7823aa63,Google Cloud
,5070c6e6-3f91-4957-adf0-4c18c45aff21,None,TRUE,Failure,https://10.8.171.153:5873,AppAdmin,Administration,c45b340be9e0ac7cf0dc3b435abd4951798ded5e72685847e6788a9b0dc0cb3e,Managed Cloud
,d7c3793a-c4ee-4d6f-bbb9-fba1f05b1875,Unauthorized Access,TRUE,Failure,https://138.111.179.163:6691,Channel Provider/2,Configuration API,7ab1fed605924596e60aa1275bb0136d1692ec7e10b7fb99a6b80445139976ae,Managed Cloud
5768b44b-5386-444f-ab8c-b5e94c053c4c,3c26d3fc-a0de-4ea3-9f69-18a6e3c24d5b,Policy Violation,FALSE,Success,https://2.199.84.167:8640,AppAdmin,Administration,85888a2fdfd79f580000ffe85cf335a461891c3dc7993df6b8a0bd951fb100be,Google Cloud
,d08141c8-32c6-4d65-9a90-a78d0ff2393b,Unauthorized Access,TRUE,Success,https://15.148.92.241:5759,User Management,Configuration API,6324d51744fdbcb3319ff7b55172a6c07c5b681cab000558ce32db621366a414,Public Cloud
,e5a25776-8cd3-4ef2-b0eb-faba78ff675a,Privilege Escalation,FALSE,Success,https://46.170.22.105:6850,Channel Provider/2,Security Engine,385997909b767ff8f851846424e62ef66c5ed383880f99ec3db11a8cbd318f78,Google Cloud
,15bfa981-d23e-4c95-af01-51f60f401de3,Policy Violation,FALSE,Failure,https://59.180.159.245:5403,User Management,Administration,c2cd9b95a61ebdd9c594406d727054ade9a3383b0cb5e7261ec9e0382c789aff,Azure
758a4591-29e7-4ac8-b23f-64e0ed4c411e,4617a227-7d93-45e4-bbd4-69cb83794d6b,Policy Violation,TRUE,Success,https://26.101.214.203:5901,AppAdmin,Security Engine,5ab8dc2be6db126dc7bb01b819803d01e323c53a3843db11a0cbc65738d79b7b,Azure
,6efa8307-23d9-4388-94b9-74da471b03a9,Policy Violation,TRUE,Success,https://152.129.119.159:7046,AppAdmin,Security Engine,6a4bb26109b2efc5430ea8389cf363caedfc291277acd9d240049640ce65aa68,Private Cloud
b9955273-263b-4021-8e4e-9d8a895ca404,8e88243d-60bc-49f4-a5fd-de302382c6a4,Policy Violation,TRUE,Success,https://69.139.116.73:6994,AppAdmin,Administration,e26416637dff7aab6e21cf6d9ced851a87a03a658051c5c74752b13251f65ab5,Public Cloud
,785979ed-591e-402f-a669-8a70b013cad7,None,TRUE,Success,https://44.8.187.193:6339,Channel Provider/2,Administration,2f99cc174a896cae9739c197a01c16b59b2c8f7cf83bb760d37d0eb439aeb4c8,Private Cloud
,583bb14a-3a39-4702-a435-8c7fc8ace098,Privilege Escalation,TRUE,Success,https://222.100.242.68:6046,Channel Provider/2,Configuration API,73bde78d91289c56cc4129a4efd7102ff6e7916c6d5df20b1e732601f84e9fbd,Private Cloud
,a9b7d496-44d6-49a5-b6d0-85e022b61f51,None,FALSE,Success,https://29.5.145.122:6462,User Management,Configuration API,0d3ea36c320872e028b6f37298624c69764aca61796194ac3625ea9d4c9125fd,Managed Cloud
010fe3b3-7e50-4d66-bc3b-826554f2eb49,927d7d71-3c1e-4c09-b96e-cf449259db3f,None,FALSE,Success,https://113.54.249.163:7355,AppAdmin,Configuration API,c76bb836b0c57e9a2c182cbb80514553bedaa87e45531280d23a26c9c2be3bf7,Private Cloud
