tenantID,userID,tenant_role,action_type,policy_version,security_alert,response_action,event_id,timestamp,hash_on_blockchain,severity_level,tenant_type,type1_detail
abd5852e-ffea-414f-be4f-5dc8ad100507,e4256aa3-5174-484a-b857-87557531c6dd,Admin,access_file,v3.0,True,Alerted,bcfd068b-d2d2-4b4b-bb0f-63b72e785a96,10:28:58.802,103ca7cda2cced3c804ddd5af790f444ce5a5cefe15d65c708102548ecce2004,High,type2,
63fd689f-1bee-49d0-803d-a94add763e80,6ef25c61-460e-4fdb-a70a-af3dbf4452f4,Admin,modify_settings,v1.0,False,Alerted,556b6751-e0c3-4262-91ba-6ea5667d4bc0,10:28:58.802,5e035b7e4195de02c96d482d8938f9033d1a8fea5d5db6ccc20c1eaa95ef4799,High,type1,Level1
0de77a91-11df-4ee9-92a6-37b21522f643,284660ba-f005-49c7-9d24-911bacc3290c,Admin,access_file,v3.0,False,Allowed,876a9cae-0e83-4a11-a754-7d804485e373,10:28:58.802,d7f9fb885338e658805e7456485a52b6dbc76d60e597022b9f94b6f50f0cf4a3,Medium,type1,Level1
89a34502-2931-4654-843e-1049afb99d7e,d5b46d34-1318-4692-803d-5f4fa53c9fb9,Admin,modify_settings,v5.0,False,Blocked Access,0886222d-6474-4c13-8234-62436884d10a,10:28:58.802,be7083aac486a7d7b181fc0cad607a35cf6379396fa12abaac7f622242a848e0,High,type1,Level1
559ca243-0812-4b20-9f60-a483ae127225,34df4c74-faf7-413e-a4bb-18e8a491559d,Admin,access_file,v5.0,False,Blocked Access,7dd74a6e-a603-4a18-9657-106c31c57fd9,10:28:58.802,462bab8fdf925b4922d6e143d712fdc7a39a05346551a65aa720ad38dabf24b1,High,type1,Level1
3078a548-ac26-4031-827a-8076bddaa73c,8399a14d-352c-4af5-a1ef-22bf9d9f86aa,Admin,login,v1.0,False,Allowed,9cbb29cb-a07b-44b6-a5c0-4bdb61db83d3,10:28:58.802,398d499e105e18002b3787fc5b9794315aa5062305588aaeff9ad050439b665a,Low,type1,Level1
44cd0264-e019-4c6b-b691-68445c30da5c,af9d8e0d-fd18-4811-a161-ba49b00538a5,Admin,login,v1.0,False,Allowed,d1b8c321-b5ee-49e8-8e02-474b7aae8c53,10:28:58.802,9279b66031e13ef41c32735a719f0ed6ffe438d71fc72eea297cc10bfe25e2d4,Low,type1,Level1
4d5cea47-8877-4a99-b00b-d83392a9ee63,0bb00ead-eb07-4df6-a551-8eba8900bfc6,Admin,modify_settings,v5.0,False,Blocked Access,bedee2f2-8f80-4cbb-ae6a-859126417850,10:28:58.802,864a97c3bfb93b7fe24b66dd2773cacb7d443fa462720bb34456501f6adb0a9d,Medium,type1,Level1
49f04516-7944-42e3-839c-4d00cb0f4fbc,31bea361-83ac-4281-8e4e-07f1d7c795fd,Admin,access_file,v3.0,False,Blocked Access,73744906-1260-4ab9-99e7-cf833e2e7830,10:28:58.802,ec1bd4c39348d2d6f2e5f4e74ebc82716715c6291c220ec013483f143446b4de,Medium,type1,Level1
30a9c43f-abeb-4392-844a-95c607438e42,7815cabf-29f8-472d-bf20-16a31fc3606d,Admin,access_file,v1.0,False,Blocked Access,de014ecd-7525-412f-999f-bcbe9d03ea95,10:28:58.802,0e59491c22706ab23b922f609b208bc1befcf8c892339ed3ebc0fbe96fc7ee44,High,type1,Level1
28b8d821-786c-41c7-8b57-eaf00d9153eb,1edb7abf-5d7c-4fde-930f-19fbcd11ba13,Admin,access_file,v5.0,True,Alerted,0480d9db-710e-492b-8068-3cc641c587cf,10:28:58.802,d591e0de2a4e4974c52bc8bb62fcca0cf661278f4b40af98100ff18e0b55518c,Low,type1,Level1
aba4f06b-5068-4db8-862a-c99b35c2d8b7,82437bbe-b45a-43c9-a7a9-1b1d28890fdf,Admin,access_file,v4.0,True,Alerted,24ad1734-ae77-4fb1-a83e-989d21e0836a,10:28:58.802,c639ce8f16306c0c9acdf3fdcc406a313a2d7695f68eea84752dbfde7823aa63,Medium,type1,Level1
856c5ece-af74-40f9-bc42-d017850209f9,8712b74c-14c0-4a6b-9d25-579f6bb66e2a,Admin,login,v3.0,True,Alerted,8383923a-1ff7-47b4-ae8f-5f4b61103eb3,10:28:58.802,385997909b767ff8f851846424e62ef66c5ed383880f99ec3db11a8cbd318f78,Low,type1,Level1
799713d8-7791-4fd0-b150-0178e30b16ba,934fb0ed-72cf-4ff5-8cdf-cc8d9f49e4a5,Admin,login,v2.0,False,Blocked Access,5025a548-536a-45af-bb92-5ac9c25ce1e1,10:28:58.802,c2cd9b95a61ebdd9c594406d727054ade9a3383b0cb5e7261ec9e0382c789aff,High,type1,Level1
ae5848c4-bb7c-4bc8-897b-daed882fbbc4,b39e8e71-c55e-496b-bc6f-3432d05351e8,Admin,modify_settings,v3.0,True,Alerted,0cb127c0-74c5-41ff-aa62-e15833fc69ad,10:28:58.802,5ab8dc2be6db126dc7bb01b819803d01e323c53a3843db11a0cbc65738d79b7b,High,type1,Level1
733f8068-6af9-4797-beff-2f305f82d2cc,83172db2-cab7-4edb-ade3-84dc3b7580d3,Admin,login,v4.0,True,Alerted,34425acc-66cd-4008-9f26-78a85aaa4f1b,10:28:58.802,d1e59df5afaf5dc7faf38f11ed56cd7341449dd83452256616686714026408b5,High,type1,Level1
1071bae1-337b-4ed5-b9ad-9993b4b67326,19a1204f-e19d-4347-b454-5e24236608f4,Admin,access_file,v3.0,False,Allowed,870eda10-4faf-4d90-b571-91a1a6f87fe2,10:28:58.802,fd78469b3b6fbf446cd41e144fdf66782b658556aa795e6126170c50b30f7914,Medium,type1,Level1
e879a00c-e1a7-40f6-a6c3-f91d1772c38f,12b52631-47fd-4b93-93df-19bd7928af3a,Admin,access_file,v4.0,False,Allowed,1c5929eb-7f8e-4835-af67-4b19ea86aaba,10:28:58.802,04beaa10c3cdd0f01cf35a351bea9ad8bc2f9eed59b748298f0cbb6ce1131cd2,Low,type1,Level1
0a0b6023-04a3-498d-a913-6937cbf7e673,9871e29a-b3fe-4cf2-94ae-911f914d96d6,Admin,access_file,v2.0,False,Blocked Access,c9ed4dca-3123-4cc5-854c-81231b5bd06e,10:28:58.802,2a2c86f9d96001aef1e7de66c83669916dad7ed7b8d9cf6cd6851c61ad1b01ef,Low,type1,Level1
1a51396d-0158-41de-8277-2c551f87f898,3d815874-0762-4f63-a729-374e42a4cab5,Admin,modify_settings,v1.0,True,Alerted,c96fa99a-f419-4549-ae7e-a4e66da50998,10:28:58.802,7b2d81c5037a01abb21053ca8591ecde229b8f29447839bb9ef7c6d3fa55bf50,Medium,type1,Level1
2d82a904-08e0-47d2-bc38-d9e1dfa18c64,f77d5ca4-6645-4e99-bda0-ba6d14463806,Admin,login,v5.0,False,Alerted,5161872c-dc3a-4c13-8f05-e1f14d09a632,10:28:58.802,0dd795116fdee33afb8f22317efbd78579f471cc7f36a8edc92de738cc7d36ba,Medium,type1,Level1
075bd437-f795-4518-85eb-47def93c303d,8cf6ee8f-bc59-401b-8cf0-aacf3db9dbc6,Admin,login,v3.0,False,Blocked Access,d1b9638a-9093-466c-b8cf-e3782b4fd84b,10:28:58.802,662866e644f6e2a1e24fae6b32ac0f458e00959f9ac94c8c0979ccfa3c2b6898,Low,type1,Level1
1703e6bf-e44f-4a03-966d-3ed9da55cd2b,78b76954-4e4c-4cb6-8304-ea3e2c48a032,Admin,modify_settings,v5.0,True,Blocked Access,2cf7ecd8-31c1-4de1-80df-05ab5ae48a2c,10:28:58.802,5724c24f8c5e575fd31d7bd450ea9916179239fe8e57218b9d0b0fb7e8144433,High,type1,Level1
634ea457-0b13-4c4d-85f9-e75436746474,b77d1998-f0a0-4e3b-814f-1d3d25f22057,Admin,access_file,v5.0,False,Alerted,87834fc8-c435-49b1-a6bf-ef719eba6fbc,10:28:58.802,9c5d4a76cd45c3a0e6373d2776e9ed6b3aff5c8e12e7306324ae7ddff5b6c0b7,Low,type1,Level1
be2f9a54-2331-428a-bc11-56a6bfc13e02,381e51c2-4123-49bf-ba20-ddb7e4bf8fac,Admin,access_file,v3.0,True,Alerted,265b8630-3a65-46f8-aa8b-10929c0acbc4,10:28:58.802,1a866de6cb06b805b6b7c6e38c64c1b4f6c5ca251f06e7f6164cacf4057d9ac1,High,type1,Level1
f31cbd1a-e170-40d9-94b0-a0e2594a0dad,bfd8e6f5-d989-4d15-a42f-433391811376,Admin,modify_settings,v2.0,False,Blocked Access,cf5dff72-b12c-4545-b1b6-13cf9b11842f,10:28:58.802,928b7eaac0287e76b77aae49cd0986e7c9754928d37483727610dfe51703300a,High,type1,Level1
b43e0c48-ec42-4250-95d0-40bb5842428f,5753859f-1c92-4353-ba1f-8ebc3a06bdb0,Admin,modify_settings,v5.0,False,Blocked Access,2ee31a6b-bac8-4fbb-8ced-e4b5f2168ebb,10:28:58.802,fea3870043d4b134e4fe18b722c10f64985022b3fc2291aff8148f2913b0243b,High,type1,Level1
07501d7c-8bb4-4ec9-843b-881388fd338a,b4735326-7647-4849-b51a-8dbead5c356a,Admin,modify_settings,v5.0,True,Allowed,5a98c2b2-ebbf-4880-9cad-affa5173d138,10:28:58.802,0ccb68d374e73f9f5155f5ad095eebf38da682f6aceb871a448ff818325e324e,High,type1,Level1
81732da4-503f-4cb2-84dc-9530ea231d41,0e93372f-5106-470a-9050-533058f84deb,Admin,modify_settings,v2.0,False,Alerted,e199c7c7-37b1-43a1-a59f-7c3146c1334d,10:28:58.802,fc86592a73618d33e617186da76f4cd082c01add8e2add7c192355938549d11a,Medium,type1,Level1
85881a66-29ca-42c8-b420-03262708ed41,ff06934d-1ec8-4ab1-9433-d271b79fc31e,Admin,access_file,v4.0,True,Blocked Access,982224b7-50d3-46e4-af2f-cf9edd3e1750,10:28:58.802,30274155c57e2d23e3e04b937364988ba4b4d8bfd98ba78452d866dcb063ba25,Low,type1,Level1
7e29af20-b108-45ff-9f23-9cf6d7e22f6a,b3e5fc4a-6332-45b8-b950-cf17386852af,Admin,access_file,v1.0,False,Alerted,d5c3b9e9-9562-4d85-8d8c-f54adf2b5d07,10:28:58.802,4c4633b37fe1e26ca69eefe41bfd24a00a3a0e4a689c4cd61e3dd0dde2666fe1,Low,type1,Level1
fdbe888e-e26f-4d13-b5c0-d957bb4a4209,5e4c9bae-2846-4b3a-b498-3edb33120d04,Admin,access_file,v4.0,True,Alerted,469cfa9b-2cd1-472e-bf2e-3e0d7de30307,10:28:58.802,011589c695c45742d7ec5bbb7a146c44b8be7aa48703e05ecb7134adaa995425,Low,type1,Level1
e3f4c662-ee82-407f-97d8-2ebb9849eeef,0abb2376-08e1-4f05-a779-b5f1385804d2,Admin,modify_settings,v5.0,False,Alerted,1f01076f-77fe-4299-b0b3-b7ddc30b2930,10:28:58.802,1d060910d0d824e8989d0c1c0405b1463004227db58d63a7a4b84042fceaccd9,Medium,type1,Level1
773096e0-6ae9-4f3a-a4d3-66449cc75aa9,05a21a87-2104-4d7a-8426-925fab0bda3e,Admin,login,v5.0,True,Allowed,bacc7f0b-e250-49f5-a547-43240ae6e91e,10:28:58.802,c4260c275d0a118ee198ad99ba9d47660fe619269e52f166c68b6a315442b9fe,Low,type1,Level1
d60c18ea-d8dc-4293-ba5c-c43e5b029a4b,636c8d58-8359-4cdd-8dc1-e44132137bb2,Admin,login,v4.0,False,Allowed,d63893c6-69fe-414c-a391-a474d02182f7,10:28:58.802,9821408b10734b04178399cc8a63d472efb2dbffbba0e6bd494e97a2ced7668b,High,type1,Level1
3dfa8c0c-bcb9-4d3a-8f92-6ffdedbeb288,c5651623-43f3-401e-a227-62f5fa7a7117,Admin,modify_settings,v2.0,False,Alerted,9a9670ef-dc0d-4641-bf7a-9b40567085e8,10:28:58.802,9bd9da0794447c6a944e79259c8901a442e0168a3329391a8bb594f47de930c4,Low,type1,Level1
ff78149c-07a5-41ba-b8da-e4bfff527ab2,90e6f74b-7df4-4ea6-bb4f-1ed2374432d8,Admin,login,v3.0,True,Allowed,76efc449-cf6d-40c2-9a33-fc5e7b35fe39,10:28:58.802,3813b34aa1436403d98c4ba5f6d12a8dd719480bd990ed3f88ce761ac1e3e59f,High,type1,Level1
2c4224a3-f4e9-4bfe-ad8e-1bd539d02340,7923d64b-750e-45fb-8690-bcc99b842e16,Admin,modify_settings,v3.0,False,Alerted,984c3ba1-6aae-433f-9549-359f2d433ffc,10:28:58.802,569b0aa58ab2c42513b90986c8c81a68306aaedf08bfb7bf4ecad83a771df70c,Low,type1,Level1
13fc28ec-c6ba-4755-a407-ee45780ff6a4,2e0bc3c0-b6cb-45e1-8469-cea8ebb5dd2e,Admin,modify_settings,v5.0,True,Blocked Access,e8f3159e-2811-4dea-9bcd-9ef9493a3666,10:28:58.802,57566d57ac03be0f95e2f177f3153b31c2cf492c3178fc521fc3168a28e7de22,High,type1,Level1
0b092e1b-9a47-46bb-90b9-54e94b4c4ba0,08e447a4-48e8-4ffd-8e8c-d7e09c0b9314,Admin,modify_settings,v4.0,True,Blocked Access,26a73b7f-4b1f-4662-b7cc-5c56df3ce1ee,10:28:58.802,6cca0d4cc7f445b0cf74a98326419ac23c4ca373717fab0f0c294f9399eaf271,High,type1,Level1
47523e5b-e87c-4c81-a507-58412cc03dab,a11a1a41-98c1-4d3a-997e-e69eaf5b2f2c,Admin,login,v2.0,False,Alerted,2cf54a83-4cd5-4c79-925a-f734eee9f8e6,10:28:58.802,4509e41683ac540e966db69d9ec4ceb032fedd4c49473607df0b4477a80fab16,Low,type1,Level1
4598b2df-ccad-42b1-b5da-ca68b569b001,7153adfe-df5c-4903-bb5a-87474a73dca6,Admin,modify_settings,v1.0,True,Alerted,0139ff8d-5193-4d12-816e-85e2c057b159,10:28:58.802,9880af5112ea28019e2eb320e54b9dfc0cb32c3044f6ff24ad0107a4cd146239,Low,type1,Level1
9d02a053-4750-4383-8ef2-482610180a5c,815552cb-5df2-4267-bb44-75e92b42f18b,Admin,login,v4.0,False,Alerted,5697a19f-6105-4c52-847d-2e61aa6bf8fe,10:28:58.802,acad7d3195f02cdc8062f6bc64b4d8f7bbf4054b7d90ff421484842bb9a17839,Medium,type1,Level1
1d5db7c5-4f8a-40de-a5fe-1e4608aa650b,9a8dabca-9030-44a0-ad8a-2f21aa8cb16e,Admin,access_file,v1.0,True,Alerted,42a6d0e9-a798-4a3b-b2e9-b1d9fe088ba3,10:28:58.802,fe10ce93067ed11e1b3b069239c36a76c18a2b74493116a98a534747a68cbc4d,Low,type1,Level1
a2eae92f-ff06-45bc-bbc7-bc4d5fc9736b,2b28aa27-288b-4a15-9472-ef40a5db7b53,Admin,modify_settings,v3.0,False,Alerted,3d050bad-9116-4d5d-94d5-efb87b935073,10:28:58.802,9a24bd2752d1de9ae72d4ec4452a392b8c8d7ddecb0fbd3f41f7c0f15abab469,Low,type1,Level1
50ed5ff3-6db7-456a-adeb-cd3445912826,438cc760-0365-4336-996e-0cc0b3c776b8,Admin,login,v5.0,True,Allowed,e7518305-8821-4e39-8b4d-1d1c0a2fe1c6,10:28:58.802,5253ff7136f59c43b0eae357ce2b18c97d9c348fee2e7013448c8681a1cd3eae,High,type1,Level1
f23dd84d-80f1-49c3-926a-c6c41337e974,6001d180-5876-43c1-ad7b-ca9ba660f0f4,Admin,login,v3.0,True,Blocked Access,b57dbe75-802f-42ba-9484-fb207e3ce123,10:28:58.802,6d21bf69390e1a0100f92f0a15fc17b9cd0160a1488fb360d7092a8ae3a09ebf,High,type1,Level1
b366f1b0-fbfc-410b-a0a8-410741ed6005,f904aa3d-c67d-465e-acbe-26188d42ea5d,Admin,modify_settings,v3.0,True,Blocked Access,a2a80740-2825-4b69-afc1-a17d91218c9b,10:28:58.802,7ebfde9e7bf5cf562eadd31124bc459da69877f9931421353f4730180cc19ff7,High,type1,Level1
264f882d-8ef8-45c5-882b-4b215a2a3c25,03cc9f89-b5ab-4a59-a6e3-2a94db11f59f,Admin,access_file,v2.0,False,Blocked Access,a585d6e1-655b-43bc-a047-d0c1779b3ddb,10:28:58.802,5a99e2d31fe939782ed3ac7d7a97072dbd8444eacc9b22a9f988bd8f2eef90f9,Low,type1,Level1
54941a84-f06f-41a1-9d75-7b594fe7b975,3ce5103f-5e8e-4a4e-bcb8-1c64412d3739,Admin,access_file,v1.0,True,Blocked Access,5ea5bf6b-8d01-41e1-9b3a-1a36bc0f6dac,10:28:58.802,8584698db26c4495a8f103e314af489a88e9bf8aef7f2358d4c473209a761fd2,Medium,type1,Level1
51d0bf82-c67f-4a68-a9e0-eb97b18e29af,c2dee7c1-37b0-4c58-a94e-8a34332314f2,Admin,modify_settings,v5.0,True,Alerted,86f336d4-1adf-4f2e-ba0c-ac9b9628dde9,10:28:58.802,a55a60e11a65bfc0c3f7546fd30038254fea0edf7030352b355eb98087dbde2a,Low,type1,Level1
5f8969ba-7f92-43ea-a605-f4f8a9ca207d,56e90a89-afaa-4fd1-9ec1-6386d1ffea89,Admin,login,v4.0,False,Blocked Access,920fae37-675e-478b-a31d-4e46269e2dd3,10:28:58.802,65b31471c0ab158b0018af0000a7dfdbe6a5e1edc8dbd0fa3876a57b8cef60a4,Low,type1,Level1
80bac3cd-1436-48c5-9894-3349722846ba,7546c91e-c771-45a4-8eb9-0f34a1e328e3,Admin,access_file,v1.0,True,Allowed,63df384d-f025-4b04-a381-f4ed18268e30,10:28:58.802,db4225fed7db3ee36dea57c2960ef2e40b1dc2a70ef0c79367b4f68efe4a342b,High,type1,Level1
7c4b05fe-b05f-4de2-bdd7-40c0be6d8756,caca6fde-d769-41f1-b976-1ea9c684a9a7,Admin,modify_settings,v3.0,True,Alerted,4c86958b-5fb8-47d3-958d-e623408cc69c,10:28:58.802,a5c43a78bd9cba8adc6752116bc06156b27f5284569e8c3e7189210973fcf678,Low,type1,Level1
7c6f2ca9-c390-48ff-adb0-22be63298800,2dad3f1e-b68e-4637-a4b5-2604568c9d03,Admin,login,v3.0,False,Alerted,654fb639-05db-45d9-8d55-716d0b5234c4,10:28:58.802,5dfe5999aef144e5c4bb6a0f56b0c4575a90b57bd51220ab1a59b304fb93a4fa,High,type1,Level1
2d499a2a-9611-41b2-8755-c492e34803dc,54c78404-224e-4f9e-9dda-eee09f029ca8,Admin,access_file,v5.0,True,Alerted,cd291825-3e8c-4fa8-9007-a426c563b4c5,10:28:58.802,44d50b3f3ea150614f9b12568a58d0dc2b89d605abb1012109efcb3937376334,Low,type1,Level1
2299edad-daa7-466b-b228-097e6987a3b6,c4a051f1-013d-48d6-882a-bbbf2548f1f6,Admin,login,v5.0,False,Allowed,5852023c-ce6b-4333-a51e-89c2a2982013,10:28:58.802,d943947e95c3b0d2e776e1a503f121039aa6770e215be92df13fcaa76231bb0b,Low,type1,Level1
d9ca89cb-3e18-40ce-9695-1b0d07dfdfdb,8fe0f32c-8a42-4153-ad58-dd84021fb2ff,Admin,access_file,v3.0,False,Allowed,d2c87c05-11d0-4b70-a504-739b6f873557,10:28:58.802,5d62d0c1c1b9551620aeeca1ed5b42dc8c071d5d4f37f2045d43703fc5e5d279,Medium,type1,Level1
0031d77f-96f7-45ee-9461-de648e7e409b,e20945d8-f61a-40c4-a24c-c2f17ca8cf53,Admin,modify_settings,v3.0,True,Allowed,0369f707-a009-4c56-a9e7-4bf94b4b9794,10:28:58.802,6e74a3437797c325cf0c5384479d65c3df720e9907341a6bccf71ece78df1522,Medium,type1,Level1
1d56c8eb-a0b6-463a-aa76-159a3e90b1c3,ea55acee-6ba9-410c-a6d0-6e3f7b096e32,Admin,access_file,v4.0,True,Alerted,41784b36-3a9c-43ee-a149-6fcc0d805757,10:28:58.802,8d54876a0901159109fefca01366ca5f9019da67b49b6b180624e107927303a0,High,type1,Level1
d1e2f11d-d829-487b-bb35-89a31473c7b5,cc574e7d-d946-478f-a771-67390ba1b9bd,Admin,login,v3.0,False,Alerted,df2d4d73-b888-4588-98c5-1b9aa7844e57,10:28:58.802,00fa1bc0270e722447ff9e3461d372f66cc5fcc5a300075274b444d012a7def5,Low,type1,Level1
97255946-7724-4e6f-a184-4719e1f4005d,bb99b3a9-2e60-46f9-a0c6-ae8d7e4e8b3b,Admin,modify_settings,v5.0,False,Blocked Access,8394c5ba-f62f-4511-aa08-58052f8a8414,10:28:58.802,4585f2b5f274416603f3780b0e031ca432208172244f0d7558789e48400feb7b,Low,type1,Level1
3c5ecdbb-fa84-4ed6-a59b-4f45d07e20e6,893d8bc7-a7d6-48fb-9ac4-cfeeae2ee1e2,Admin,login,v4.0,False,Blocked Access,bbb60565-eb68-4750-912f-ea0b1593d09e,10:28:58.802,64d15e32811f08553a7c4ac20a8ce4c29236d01dbdf0ed9489c81351b2e6e1fc,Low,type1,Level1
30508280-aac5-4103-b0f6-e9119df61a31,a44972e2-8e9a-498f-881d-c37202c153be,Admin,login,v4.0,True,Allowed,bc300a58-6f1f-4a39-b565-df2a85e18bea,10:28:58.802,55eba65b261f6806659b237fc1c04b9fe593c210e2314953974273306de21888,Medium,type1,Level1
20d902d0-d294-4563-96c6-16ff6c9d32f1,a04789c6-ae0d-4e37-9121-e738310e1bee,Admin,modify_settings,v4.0,False,Alerted,07244144-3821-4120-9b3e-a919ac294272,10:28:58.802,43197904ea926c4310d054db48430d492e081b72aede984bf494c840c679c20d,Medium,type1,Level1
e30594d2-ec79-4e98-8a0e-d80cd89d439c,9e707ab9-809b-4cad-9022-4832bd6ff30d,Admin,access_file,v3.0,False,Allowed,9f116e81-a8ae-4d34-911c-fadfeaf14a82,10:28:58.802,91ab7c2dd0989f121d02e1a0f50bca1e27da9fd35f348f799540943fa26700c0,High,type1,Level1
